index,c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes,c_secondary_source_author
192,91,2980,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,329,多个出處:宋代書院與宋代學術之關係P329;元代書院之地理分佈P393.,
193,91,3633,1,1309.0,626.0,2.0,2.0,18.0,,,,,,,,,38280.0,390,多个出處:元代書院之地理分佈P390;中國古代的書院制度P51;中國書院制度考略P21.,
194,92,165,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Liu Boji, Guangdong shuyuanzhidu (1958; 1978), 15; 大明一統志 82.22b",
195,93,166,1,1347.0,,,2.0,18.0,18.0,,,,,,,,,,"from L.Walton: Yu Ji, 8.6a-7b",
196,94,167,1,,,,,18.0,18.0,,,,,,,,,,from L.Walton: SYXA:supp. 84.20b6; SR I.137; Guangxin fuzhi [Tongzhi 12] 42.24b,
197,94,3784,1,1181.0,621.0,8.0,2.0,59.0,,,,,,,,,38278.0,306,多个出處:宋代書院與宋代學術之關係P306;江西古代書院研究P108.,
198,95,168,1,1350.0,,,2.0,18.0,18.0,,,,,,,,,,from L.Walton: 大明一統志 51.6b,
199,96,169,1,,,,,18.0,18.0,,,,,,,,9599.0,12820,,
200,97,170,1,1336.0,,,2.0,18.0,18.0,,,,,,,,,,"from L.Walton: Zhizheng, 8.9b-10a; Cen Anqing 岑安卿, Kaolao shanren shiji 栲栳山人詩集 [SKCS ed.]  xia, 5b-6b, ""Sending Off Du Islet Hea大明一統志aster Liu Gongfu"" 送杜洲山長劉公輔",
201,98,171,1,,,,,18.0,18.0,,,,,,,,9599.0,15033,"from L.Walton: Zhejiang tongzhi (e-SKQS ed.), 27.33a",
202,99,172,2,,,,,,18.0,,,,,,,,9599.0,14026,元代釋元湛113082居黃巖州法輪院,
203,100,173,1,,,,,18.0,18.0,,,,,,,,,,from L.Walton: YR II.1245,
204,101,174,2,,,,,,18.0,,,,,,,,9599.0,14100,元代釋自恢113155居海鹽之法喜寺,
205,101,175,2,930.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,216,Temple ID 138936 Location: 吳江縣東; Founding: 后唐长兴一年; Other: 初名崇福寺，宋大中祥符一年今额,
206,101,176,2,240.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,217,Temple ID 139473 Location: 海監縣西南; Founding: 吴孙权吴夫人舍宅; Other: 旧名通元寺，宋祥 符一个今额,
207,102,177,2,,,,,,18.0,,,,,,,,9599.0,14205,元代釋祖進113255居封崇寺,
208,102,178,2,556.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,214,Temple ID 138591 Location: 行唐縣治北; Founding: 北齐，天保七年; Other: 宋祥符初今名,
209,103,179,2,,,,,,18.0,,,,,,,,9599.0,14156,元代釋宗偉113208居奉恩寺,
210,104,180,1,1270.0,,,2.0,15.0,,,,,,,,,,,"from L.Walton: Yuan Jue, 18.4b-5a",
211,105,181,1,,,,,18.0,18.0,,,,,,,,9599.0,6696,"from L.Walton: Xu Zi, 85-86; Tianxia, 8.1a-2b",
212,105,2896,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38284.0,49,,
213,105,2897,1,1229.0,551.0,2.0,-1.0,15.0,,,,,,,,,38280.0,394,多个出處:元代書院之地理分佈P394;四川書院史P26.,
214,105,3319,1,1230.0,551.0,3.0,2.0,15.0,,,,,,,,,38277.0,12;35,"多个出處:中國古代書院發展史P12,35;宋代書院與宋代學術之關係P302;江西古代書院研究P112,227.",
215,105,3619,1,1296.0,624.0,2.0,0.0,18.0,,,,,,,,,38280.0,385,,
216,106,182,2,,,,,,18.0,,,,,,,,9599.0,14080,元代釋玄鑑113135居雲南佛嚴寺,
217,107,183,2,,,,,,18.0,,,,,,,,9599.0,14034,元代釋天倫113089居定海縣佛巖寺,
218,108,184,1,1334.0,,,2.0,18.0,18.0,,,,,,,,9599.0,23,"from L.Walton: Dai Liang, 6.79-80; Liu Guan, 14.30b-34b; 大明一統志 8.9",
219,109,185,2,,,,,,18.0,,,,,,,,9599.0,14048,元代釋以假113103居白雲山福林院,
220,110,186,2,,,,,,18.0,,,,,,,,9599.0,14036,元代釋文侃113091居安陽三泉福勝院,
221,111,187,2,,,,,,18.0,,,,,,,,9599.0,13974,元代釋英35299居陽山福嚴精舍,
222,112,188,2,,,,,,18.0,,,,,,,,9599.0,14108,元代釋至訥113163居崑山福嚴寺,
223,112,189,2,1065.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,205,Temple ID 139129 Location: 洪洞縣東南; Founding: 宋治平二年; Other: 一名鹿苑寺,
224,112,190,2,730.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,205,Temple ID 139130 Location: 臨潼縣麗山; Founding: 唐开元中; Other: 石瓮寺，宋代改名,
225,112,191,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,205,Temple ID 139131 Location: 褒城縣南; Other: 金华寺,
226,112,192,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,205,Temple ID 139825 Location: 光化縣東,
227,112,193,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,205,Temple ID 139908 Location: 衡山縣祝融峰; Other: 唐太宗赐御书梵经二十卷，今亡,
228,113,194,2,,,,,,18.0,,,,,,,,9599.0,14233,元代釋清珙53506居嘉興當湖之福源寺,
229,114,195,2,,,,,,18.0,,,,,,,,9599.0,11123,元代趙110437居後居甘州山寺,
230,115,196,1,,,,,18.0,18.0,,,,,,,,9599.0,4119,"from L.Walton: Cheng Jufu, Cheng xuelou wenji [Yuandai zhenben ed], 11.13b-14b; Jiangxi tongzhi [1881 ed.], 81.27a-b",
231,116,197,1,1213.0,,,,15.0,,,,,,,,,,,from L.Walton: ,
232,117,198,1,,,,,18.0,18.0,,,,,,,,9599.0,2736,from L.Walton: 大明一統志 45.10a; Zhejiang tongzhi 27.22b; SYXA:supp.70.78b1,
233,117,3597,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38282.0,51,多个出處:中國古代的書院制度P51;中國書院制度考略P21.,
234,118,199,2,,,,,,18.0,,,,,,,,9599.0,13972,元代釋尚113033居杭州高麗寺,
235,119,200,1,1317.0,,,2.0,18.0,18.0,,,,,,,,,,"from L.Walton: Liu Guan, 16.1a-2b",
236,120,201,1,1341.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Xu Youren, 43.34b-36a",
237,121,202,2,,,,,,18.0,,,,,,,,9599.0,14333,元代釋德昻113378居義烏廣愛寺,
238,122,203,2,,,,,,18.0,,,,,,,,9599.0,14393,元代釋必蘭納識里113438居大都廣寒院,
239,123,204,2,,,,,,18.0,,,,,,,,9599.0,14141,元代釋志誠113194居大都廣化寺,
240,123,205,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,69,Temple ID 139728 Location: 孝感縣東門外; Founding: 宋代,
241,124,206,2,,,,,,18.0,,,,,,,,9599.0,14216,元代釋崇裕113266居廣利禪寺,
242,125,207,1,1275.0,,,,15.0,,,,,,,,,,,"from L.Walton: Wang Yinglin, Siming wenxian ji, 1.16b-18b; Ningbo fu jianyao zhi, 9.472",
243,126,208,1,,,,,18.0,18.0,,,,,,,,9599.0,8731,,
244,126,3874,1,1196.0,604.0,2.0,0.0,17.0,,,,,,,,,38278.0,307,"多个出處:宋代書院與宋代學術之關係P307;江西古代書院研究P109,225;元代書院之地理分佈P366.",
245,127,209,1,,,,,18.0,18.0,,,,,,,,9599.0,1935,from L.Walton: 大明一統志 38.13b,
246,127,210,1,1230.0,,,,15.0,,,,,,,,,,,from L.Walton: 大明一統志 10.9a,
247,127,211,1,1225.0,,,,15.0,,,,,,,,,,,"from L.Walton: Liu Chenweng, 1.5b-7a",
248,127,3086,1,1112.0,536.0,2.0,2.0,15.0,,,,,,,,,38280.0,390,"多个出處:元代書院之地理分佈P390;中國古代的書院制度P29,50;中國書院制度考略P20.",
249,127,3598,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38282.0,51,多个出處:中國古代的書院制度P51;中國書院制度考略.,
250,128,212,1,1363.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Wei Su, 10.10b-11a",
251,128,3067,1,1075.0,573.0,5.0,2.0,78.0,,,,,,,,,38278.0,317,多个出處:宋代書院與宋代學術之關係P317;元代書院之地理分佈P380.,
252,129,213,2,,,,,,18.0,,,,,,,,9599.0,14221,元代釋惟則113270居海鹽海門寺,
253,130,214,2,,,,,,18.0,,,,,,,,9599.0,14040,元代釋文煥113095居居臨川海雲 精舍,
254,131,215,1,1247.0,,,2.0,15.0,18.0,,,,,,,,9599.0,8754,"from L.Walton: Sun 40 (Fujian #25); 大明一統志 77.27b; Fujian tongzhi 63.4a-b (1835); SS 421/180, 12586; SYXA supp70.39b7",
255,132,216,1,1284.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Wu Cheng, 20.23b-25b; 大明一統志 80.21b [Chengnan shuzhuang]; Guangdong shuyuan zhidu, p.18",
256,133,217,1,,,,,18.0,18.0,,,,,,,,9599.0,2410,"from L.Walton: Zheng Yuanyu, Wudu wencui (SKQS ed.), 13.22b-24a",
257,133,218,1,,,,,18.0,18.0,,,,,,,,9599.0,4280,"from L.Walton: Dai Biaoyuan, 10.3a-4b; 大明一統志 8.9a",
258,133,219,1,,,,,18.0,18.0,,,,,,,,9599.0,9742,,
259,133,3325,1,1235.0,552.0,2.0,0.0,15.0,,,,,,,,,38277.0,10;34,"多个出處:中國古代書院發展史P10,34;宋代書院與宋代學術之關係P331;元代書院之地理分佈P388.",
260,133,3599,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,378,多个出處:元代書院之地理分佈P378;中國古代的書院制度P51;中國書院制度考略P21.,
261,134,220,2,321.0,,,,,18.0,,,,,,,,9599.0,14171,元代釋法明53317居鎮江鶴林寺; Temple ID 139337 Location: 丹徒縣黃鶴山; Founding: 晋大兴四年; Other: 宋代今名,
262,135,221,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: YR I.517; Cheng Jufu, 5.8a",
263,136,222,1,1330.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Yu Ji, 3.2a-5a; 9a-10b [Zhonghua wenshi congshu ed.]; 大明一統志 8.9a",
264,136,3262,1,1206.0,589.0,2.0,2.0,78.0,,,,,,,,,38278.0,330,多个出處:宋代書院與宋代學術之關係P330;元代書院之地理分佈P394;四川書院史P26.,
265,136,3283,1,1210.0,590.0,3.0,0.0,78.0,,,,,,,,,38278.0,325,多个出處:宋代書院與宋代學術之關係P325;元代書院之地理分佈P387.,
266,136,3284,1,1210.0,590.0,3.0,0.0,78.0,,,,,,,,,38278.0,330,多个出處:宋代書院與宋代學術之關係P330;四川書院史P26.,
267,136,3327,1,1236.0,552.0,3.0,0.0,15.0,,,,,,,,,38277.0,10;34,"多个出處:中國古代書院發展史P10,34;宋代書院與宋代學術之關係P331;元代書院之地理分佈P389;中國古代的書院制度P28,52;中國書院制度考略.",
268,137,223,2,,,,,,18.0,,,,,,,,9599.0,14043,元代釋文藻113098居湖州何山禪寺,
269,138,224,2,,,,,,18.0,,,,,,,,9599.0,14179,元代釋法喜113230居當州洪福寺,
270,138,225,2,,,,,,18.0,,,,,,,,9599.0,14010,元代釋子成113068居渭南洪福寺,
271,138,226,2,955.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,75,Temple ID 138962 Location: 開州新店; Founding: 后周始建; Other: 宋修隆庆万历中重修,
272,138,227,2,635.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,76,Temple ID 138963 Location: 饒陽縣; Founding: 唐贞观中,
273,138,228,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,76,Temple ID 138964 Location: 膠州治南,
274,138,229,2,547.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,76,Temple ID 138965 Location: 杞縣通許縣中牟縣; Founding: 武定五年，唐代; Other: 三寺,
275,138,230,2,730.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,76,Temple ID 138966 Location: 涉縣北; Founding: 唐开元中,
276,138,231,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,76,Temple ID 138967 Location: 府城北; Other: 宋仁宗幸临,
277,138,232,2,634.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,76,Temple ID 138968 Location: 長安縣西門外; Founding: 唐贞观八年; Other: 玄弉译经处，神龙一年兴福寺，大定四年今名,
278,139,233,2,,,,,,18.0,,,,,,,,9599.0,14042,元代釋文謙113097居台州鴻福寺,
279,140,234,1,1348.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Wei Su, Shuoxue zhaigao [e-SKQS], 1.42a-44a",
280,140,3532,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,,,,
281,141,235,1,1295.0,,,,18.0,18.0,,,,,,,,9599.0,103,"from L.Walton: Zhixun Zhenjiang zhi, 11.27b-32a; 大明一統志 11.6a",
282,142,236,1,,,,,18.0,18.0,,,,,,,,9599.0,12223,,
283,143,237,1,,,,,18.0,18.0,,,,,,,,9599.0,5419,,
284,144,238,1,1345.0,,,,18.0,18.0,,,,,,,,,,from L.Walton: Wei Su 10.10b-11b (1361); 大明一統志 38.13b [lists under this location a Huang'gang 黃岡 which must be a mistake for Imperial Ridge],
285,145,239,2,,,,,,18.0,,,,,,,,9599.0,14110,元代釋至溫113165居上都華嚴寺,
286,145,240,2,,,,,,18.0,,,,,,,,9599.0,14346,元代釋慧明113391居大同華嚴寺,
287,145,241,2,590.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,21,Temple ID 138322 Location: 州西南; Founding: 隋开皇中,
288,145,242,2,745.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,21,Temple ID 138323 Location: 州南; Founding: 唐开宝中,
289,145,243,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,21,Temple ID 138324 Location: 五寨縣廬茅山; Other: 明万历中重修,
290,145,244,2,1062.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,21,Temple ID 138325 Location: 大同縣西門內; Founding: 辽清宁八年; Other: 僧纲司寺,
291,145,245,2,1328.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,21,Temple ID 138326 Location: 河曲縣治東; Founding: 元天历初,
292,145,246,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,22,Temple ID 138327 Location: 延津縣,
293,145,247,2,1405.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,22,Temple ID 140033 Location: 鹽源縣治東; Founding: 明永乐初,
294,145,248,2,1300.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,22,Temple ID 140283 Location: 昆陽州西北; Founding: 元代; Other: 一名大云寺,
295,145,249,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,22,Temple ID 140454 Location: 府城西北華嚴洞,
296,146,250,1,,,,,18.0,18.0,,,,,,,,9599.0,2228,"from L.Walton: Liu Guan, 15.15b-18b; 天下, .215",
297,147,251,2,,,,,,18.0,,,,,,,,9599.0,14050,元代釋古潭113105居寓慧日寺,
298,147,252,2,525.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,51,Temple ID 138766 Location: 常熟縣城西北隅; Founding: 梁天监中慧乡; Other: 祥符一年改今名，祝鏊道场,
299,147,253,2,1377.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,51,Temple ID 140027 Location: 雲陽縣西; Founding: 明洪武九年,
300,148,254,2,,,,,,18.0,,,,,,,,9599.0,14302,元代釋照鑑113347居惠山寺,
301,148,255,2,425.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,52,Temple ID 138740 Location: 縣西惠山; Founding: 宋景平初（华山精舍）; Other: 宋湛茂别业历山草堂,
302,149,256,2,,,,,,18.0,,,,,,,,9599.0,14354,元代釋盤谷113399居杭州慧因寺,
303,149,257,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,50,Temple ID 138763 Location: 甘泉縣西; Other: 乾隆十六年二十二年二十七年四十五年巡幸,
304,150,258,1,,,,,18.0,18.0,,,,,,,,,,from L.Walton: ,
305,151,259,2,,,,,,18.0,,,,,,,,9599.0,14270,元代釋普悅113316居居薦福寺,
306,152,260,1,,,,,18.0,18.0,,,,,,,,9599.0,9378,,
307,152,261,1,1321.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Cheng Duanli, Xuehai leibian, 1a-5a (lecture); Jinling xinzhi, 9.30a",
308,152,3298,1,1221.0,610.0,14.0,0.0,17.0,,,,,,,,,38278.0,334,,
309,153,262,2,865.0,,,,,18.0,,,,,,,,9599.0,13996,元代釋了萬113056居永嘉江心寺; Temple ID 139562 Location: 永嘉縣孤嶼山; Founding: 唐咸通中,
310,153,263,2,865.0,,,,,18.0,,,,,,,,9599.0,14203,元代釋祖傑113254居永嘉江心寺; Temple ID 139562 Location: 永嘉縣孤嶼山; Founding: 唐咸通中,
311,154,264,2,,,,,,18.0,,,,,,,,9599.0,14138,元代釋希顏113191居玉峰薦嚴寺,
312,155,265,2,,,,,,18.0,,,,,,,,9599.0,13970,元代釋定113031居中慶路覺照寺,
313,155,266,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,33,Temple ID 140300 Location: 馬龍州西; Other: 多奇胜,
314,156,267,1,1298.0,,,,18.0,18.0,,,,,,,,9599.0,11434,"from L.Walton: Dai Biaoyuan, 10.6a-7a",
315,156,3253,1,1196.0,604.0,2.0,0.0,17.0,,,,,,,,,38278.0,307,"多个出處:宋代書院與宋代學術之關係P307;江西古代書院研究P109,225;元代書院之地理分佈P366.",
316,156,3600,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38282.0,51,多个出處:中國古代的書院制度P51;中國書院制度考略P21.,
317,156,3789,1,1181.0,621.0,8.0,0.0,59.0,,,,,,,,,38278.0,306,多个出處:宋代書院與宋代學術之關係P306;江西古代書院研究P108.,
318,157,268,2,,,,,,18.0,,,,,,,,9599.0,14144,元代釋戒度113197居居餘姚極樂 寺,
319,157,269,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,43,Temple ID 139691 Location: 上猶縣北不路村; Founding: 唐代; Other: 一名梅峰寺,
320,158,270,2,,,,,,18.0,,,,,,,,9599.0,14313,元代釋壽寧113358居上海靜安寺; Temple ID 139310 Location: 上海縣滬瀆上; Other: 旧重丹寺，宋大中祥符中今名,
321,159,271,2,940.0,,,,,18.0,,,,,,,,9599.0,14084,元代釋夷簡113139居杭州淨慈寺; Temple ID 139437 Location: 錢塘縣南屏山; Founding: 吴越时; Other: 初名慧日永明院，南宋时代遭火、复兴，康熙三十八今名,
322,159,272,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,106,Temple ID 139665 Location: 高安縣西南; Other: 宋刘焕故里,
323,160,273,2,,,,,,18.0,,,,,,,,9599.0,14237,元代釋紹大113284居建德路烏龍山景德禪寺,
324,161,274,2,,,,,,18.0,,,,,,,,9599.0,14000,元代釋士璋113060居旌德教寺,
325,162,275,2,,,,,,18.0,,,,,,,,9599.0,14332,元代釋廣鑄113377居當陽景德寺,
326,162,276,2,,,,,,18.0,,,,,,,,9599.0,14001,"元代釋大同113061居會稽之景德寺,寶林寺",
327,162,277,2,,,,,,18.0,,,,,,,,9599.0,13975,元代釋茂113035居天童之景德寺,
328,162,278,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,52,Temple ID 138850 Location: 昆山縣治通德坊; Founding: 晋代; Other: 晋王珉舍宅，初名宝寺，景德二年今名,
329,162,279,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,52,Temple ID 138851 Location: 宣城縣治北陵場三峰; Founding: 晋代; Other: 晋名永安，唐名开元，黄檗居此,
330,162,280,2,1005.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,52,Temple ID 139595 Location: 上饒縣南; Founding: 宋景德中; Other: 康熙中重修,
331,162,281,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,53,Temple ID 139624 Location: 府治東; Other: 旧名景云，唐白居易记录,
332,162,282,2,420.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,53,Temple ID 139682 Location: 府成內; Founding: 刘宋时; Other: 旧名安天寺，万化中府学，嘉靖中复为寺,
333,163,283,2,,,,,,18.0,,,,,,,,9599.0,14127,元代釋妙用113181居景德院,
334,164,284,2,,,,,,18.0,,,,,,,,9599.0,14190,元代釋英辯113241居泰州景福寺,
335,164,285,2,635.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,53,Temple ID 138853 Location: 無為州治西; Founding: 唐贞观中,
336,164,286,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,53,Temple ID 138854 Location: 永濟縣南; Other: 明神宗御书额,
337,165,287,2,,,,,,18.0,,,,,,,,9599.0,14345,元代釋慧定113390居淨 居寺,
338,165,288,2,710.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,105,Temple ID 138304 Location: 光山縣凈居山; Founding: 唐神龙中,
339,165,289,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,105,Temple ID 139627 Location: 新城縣城內東山; Founding: 唐代; Other: 宋治平初今地改建,
340,165,290,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,105,Temple ID 139800 Location: 枝江縣東,
341,165,291,2,1275.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,105,Temple ID 140010 Location: 廣安州東; Founding: 元至元中,
342,166,292,2,,,,,,18.0,,,,,,,,9599.0,14130,元代釋妙高113184居杭州徑山寺,
343,167,293,2,,,,,,18.0,,,,,,,,9599.0,14266,元代釋普仁113312居金華西峯淨土禪寺,
344,168,294,2,,,,,,18.0,,,,,,,,9599.0,14328,元代釋廣恩113373居臨清淨土寺,
345,168,295,2,500.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,106,Temple ID 138303 Location: 巩縣東北; Founding: 后魏景明中; Other: 一名石窟寺，亦名石佛寺，唐宋题咏多,
346,169,296,1,1327.0,,,-1.0,18.0,18.0,,,,,,,,,,"from L.Walton: Xu tongkao, 51; He Youshen, p.400; YS 138.3326; Huang Jin, Jinhua Huang xiansheng wenji [SBCK],28.9a",
347,169,3540,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,,,,
348,170,297,1,,,,,18.0,18.0,,,,,,,,9599.0,9668,from L.Walton: Jiangxi tongzhi 82.42a; 大明一統志 52.21a,
349,171,298,2,,,,,,18.0,,,,,,,,9599.0,14151,元代釋並學113204居杭州淨性寺,
350,172,299,1,1312.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Wei Su, 5.12b-13b",
351,172,3620,1,1302.0,625.0,6.0,2.0,18.0,,,,,,,,,38280.0,399,,
352,173,300,1,,,,,18.0,18.0,,,,,,,,,,from L.Walton: 大明一統志 52.21a,
353,174,301,1,1350.0,,,2.0,18.0,18.0,,,,,,,,,,from L.Walton: 大明一統志 71.6a,
354,174,3729,1,1349.0,636.0,9.0,0.0,18.0,,,,,,,,,38280.0,395,多个出處:元代書院之地理分佈P395;四川書院史P59.,
355,175,302,2,1100.0,,,,,18.0,,,,,,,,9599.0,14329,元代釋廣裕113374居翼城金仙寺; Location: 翼城縣東門外澮水; Founding: 宋代; Other: Temple ID 139261 元延祐中移至同颖坊; Temple ID 139261 Location: 翼城縣東門外澮水; Founding: 宋代; Other: 元延祐中移至同颖坊,
356,175,303,2,1535.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,46,Temple ID 140466 Location: 府城北; Founding: 明嘉靖十四年,
357,176,304,1,,,,,18.0,18.0,,,,,,,,9599.0,9300,"from L.Walton: Sun 32 (Jiangxi #88); Jiangxi tongzhi, 82.26a; 大明一統志 50.7b",
358,177,305,2,,,,,,18.0,,,,,,,,9599.0,14366,元代釋懷信113411居金陵集慶寺,
359,178,306,1,,,,,18.0,18.0,,,,,,,,9599.0,1608,,
360,178,307,1,,,,,18.0,18.0,,,,,,,,9599.0,8816,,
361,179,308,2,,,,,,18.0,,,,,,,,9599.0,14323,元代釋與恭113368居餘姚九功寺,
362,180,309,2,,,,,,18.0,,,,,,,,9599.0,14288,元代釋智楫113334居絳州寂照院,
363,181,310,1,,,,,18.0,18.0,,,,,,,,9599.0,294,,
364,182,311,2,800.0,,,,,18.0,,,,,,,,9599.0,14129,元代釋妙恩113183居泉州開元寺; Temple ID 140109 Location: 晉江縣; Founding: 唐代; Other: 初名莲花寺,
365,182,312,2,800.0,,,,,18.0,,,,,,,,9599.0,14090,元代釋如照113145居開元寺; Temple ID 140109 Location: 晉江縣; Founding: 唐代; Other: 初名莲花寺,
366,182,313,2,,,,,,18.0,,,,,,,,9599.0,14328,元代釋廣恩113373居居邢州開元 寺,
367,182,314,2,1410.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,26,Temple ID 138686 Location: 盧龍縣南臺山; Founding: 明永乐七年,
368,182,315,2,730.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,26,Temple ID 138687 Location: 薊城東南; Founding: 唐开元中; Other: 明弘治中重修,
369,182,316,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,26,Temple ID 138688 Location: 舊滄州城內; Other: 铁狮子残关,
370,182,317,2,730.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,26,Temple ID 138689 Location: 府治東; Founding: 唐开元中; Other: 明洪武中重修,
371,182,318,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,26,Temple ID 138690 Location: 州治東; Founding: 唐代,
372,182,319,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,26,Temple ID 138691 Location: 州治西北; Other: 隋代，觉观寺，唐代今名,
373,182,320,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,26,Temple ID 138692 Location: 州治西南; Other: 宋景祐中寺塔建立,
374,182,321,2,635.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,26,Temple ID 138693 Location: 州舊城南; Founding: 唐贞观中,
375,182,322,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,26,Temple ID 138694 Location: 州治南; Other: 有十三级塔，咸平四年始建，至和二年成,
376,182,323,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,27,Temple ID 138695 Location: 吳縣治西南; Founding: 晋代,
377,182,324,2,730.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,27,Temple ID 138696 Location: 山陽縣西南; Founding: 唐开元中,
378,182,325,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,27,Temple ID 138697 Location: 永濟縣東關內; Other: 明洪武初五寺合并而来,
379,182,326,2,730.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,27,Temple ID 138698 Location: 府城內; Founding: 唐开元中,
380,182,327,2,730.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,27,Temple ID 138699 Location: 鄭州治東; Founding: 唐开元中,
381,182,328,2,930.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,27,Temple ID 138700 Location: 商邱縣城南，虞城縣; Founding: 南唐，宋绍圣三年; Other: 有二寺,
