,Unnamed: 0,name,ge,number,year,director,writer,act,length,type,region
47,47,那些年，我们一起追的女孩 那些年，我們一起追的女孩,8.1,744787,2011,九把刀,九把刀,"柯震东,陈妍希,敖犬,郝劭文,蔡昌宪,侯彦西,弯弯,邱彦翔,王彩桦,柯义浤,黄逸祥,李凤新,黄柏钧,赖雅妍,高丽红,李维维,严艺文,蔡武雄",110分钟,"剧情,喜剧,爱情",中国台湾
48,48,美丽人生 La vita è bella,9.5,1015440,1997,罗伯托·贝尼尼,"温琴佐·切拉米,罗伯托·贝尼尼","罗伯托·贝尼尼,尼可莱塔·布拉斯基,乔治·坎塔里尼,朱斯蒂诺·杜拉诺,赛尔乔·比尼·布斯特里克,玛丽萨·帕雷德斯,霍斯特·布赫霍尔茨,利迪娅·阿方西,朱利亚娜·洛约迪切,亚美利哥·丰塔尼,彼得·德·席尔瓦,弗朗西斯·古佐,拉法埃拉·莱博罗尼,克劳迪奥·阿方西,吉尔·巴罗尼,马西莫·比安奇,恩尼奥·孔萨尔维,吉安卡尔洛·科森蒂诺,阿伦·克雷格,汉尼斯·赫尔曼,弗兰科·梅斯科利尼,安东尼奥·普雷斯特,吉娜·诺维勒,理查德·塞梅尔,安德烈提多娜,迪尔克·范登贝格,奥梅罗·安东努蒂",116分钟,"剧情,喜剧,爱情,战争",意大利
49,49,唐伯虎点秋香 唐伯虎點秋香,8.6,778430,1993,李力持,"李力持,谷德昭,陈文强","周星驰,巩俐,陈百祥,郑佩佩,朱咪咪,梁家仁,苑琼丹,梁荣忠,黄一山,黄霑,吴镇宇,刘家辉,蓝洁瑛,谷德昭,陈辉虹,李健仁,宣萱,温翠苹",102 分钟,"喜剧,爱情,古装",中国香港
50,50,初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,8.4,794745,2010,"普特鹏·普罗萨卡·那·萨克那卡林,华森·波克彭",普特鹏·普罗萨卡·那·萨克那卡林,"平采娜·乐维瑟派布恩,马里奥·毛瑞尔,苏达拉·布查蓬,雅尼卡·桑普蕾舞,诺特·阿查拉那·阿瑞亚卫考,皮拉瓦特·赫拉巴特,普特鹏·普罗萨卡·那·萨克那卡林,华森·波克彭",118分钟(泰国),"剧情,喜剧,爱情",泰国
51,51,复仇者联盟 The Avengers,8.2,558930,2012,乔斯·韦登,"乔斯·韦登,扎克·佩恩","小罗伯特·唐尼,克里斯·埃文斯,斯嘉丽·约翰逊,克里斯·海姆斯沃斯,杰瑞米·雷纳,马克·鲁弗洛,塞缪尔·杰克逊,汤姆·希德勒斯顿,斯特兰·斯卡斯加德,寇碧·史莫德斯,克拉克·格雷格,保罗·贝坦尼,格温妮斯·帕特洛",142分钟,"动作,科幻,奇幻,冒险",美国
52,52,剪刀手爱德华 Edward Scissorhands,8.7,841648,1990,蒂姆·波顿,"蒂姆·波顿,卡罗琳·汤普森","约翰尼·德普,薇诺娜·瑞德,黛安·韦斯特,安东尼·迈克尔·豪尔,凯西·贝克,罗伯特·奥利维里,康查塔·费雷尔,卡罗琳·阿隆,迪克·安东尼·威廉姆斯,澳澜·琼斯,文森特·普莱斯,艾伦·阿金,苏珊·布洛马特,约翰·戴维森,布莱恩·拉肯,Victoria Price,Stuart Lancaster,Gina Gallagher,阿隆·鲁斯汀,阿兰·弗吉,史蒂文·布里尔,Peter Palmer,马克·麦考利,唐娜·派洛尼,Ken DeVaul,Kathy Dombo,Tabetha Thomas,尼克·卡特",105分钟,"剧情,爱情,奇幻",美国
53,53,夏洛特烦恼,7.7,707903,2015,"闫非,彭大魔","闫非,彭大魔","沈腾,马丽,尹正,艾伦,王智,田雨,宋阳,常远,李萍,李立群,张一鸣,马小茜,赵震,董良瑜,刘坤,黄才伦,陈昊明,陆林洁,王成思,刘金,刘立东,杨欢,宁幻秋,温森,陶柏,许猛,嫣红,刘叶舟,王硕,马驰,周展翅,周华安,顾佳欣,易波,一戈,姜田丰,郭恩强,常世奎,于健,王琦,赵雪,陶亮,黄杨,陆羊,王军,刘子凡,刘笑竹,卢莹,张广洁,方菲菲,许登雨,朱波,肖扬,魏翔,江夏,吴江,张辰,王野,贾悦明,王翡,简姗姗,申琴子,尹星人,桂百惠,管亚鑫,彭泽言,王思浩,关鹏,桂琛,朱磊,徐贤任,田川,李哲",104分钟,"喜剧,爱情",中国大陆
54,54,天使爱美丽 Le fabuleux destin d'Amélie Poulain,8.7,799805,2001,让-皮埃尔·热内,"纪尧姆·洛朗,让-皮埃尔·热内","奥黛丽·塔图,马修·卡索维茨,吕菲斯,洛莱拉·克拉沃塔,塞尔日·梅兰,贾梅尔·杜布兹,克洛蒂尔德·莫勒,克莱尔·莫里耶,伊莎贝尔·南蒂,多米尼克·皮侬,阿尔蒂斯·德·彭居埃恩,友兰达·梦露,于尔班·康塞利埃,莫里斯·贝尼舒,米歇尔·罗班,安德烈·达芒,克洛德·佩隆,阿尔梅尔,迪基·奥尔加多,Kevin Fernandes,弗洛拉·吉耶,阿莫里·巴博尔,欧仁·贝蒂埃,让·达里,马克·阿米约",122分钟,"喜剧,爱情","法国,德国"
55,55,神偷奶爸 Despicable Me,8.6,742156,2010,"皮埃尔·柯芬,克里斯·雷纳德","肯·道里欧,塞尔希奥·巴勃罗斯,辛科·保罗","史蒂夫·卡瑞尔,杰森·席格尔,拉塞尔·布兰德,朱莉·安德鲁斯,威尔·阿奈特,克里斯汀·韦格,米兰达·卡斯格拉夫,达纳·盖尔,艾尔西·费舍尔,皮埃尔·柯芬,克里斯·雷纳德,杰梅奈·克莱门特,杰克·麦克布瑞尔,丹尼·麦克布莱德,敏迪·卡灵,罗布·许贝尔,肯·道里欧,郑肯",95分钟,"喜剧,动画,冒险","美国,法国"
56,56,看不见的客人 Contratiempo,8.8,897281,2016,奥里奥尔·保罗,奥里奥尔·保罗,"马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多,巴巴拉·莱涅,弗兰塞斯克·奥雷利亚,帕科·图斯,大卫·塞尔瓦斯,伊尼戈·加斯特西,圣·耶拉莫斯,马内尔·杜维索,布兰卡·马丁内斯,佩雷·布拉索,霍尔迪·布鲁内特,鲍比·冈萨雷斯,玛蒂娜·乌尔塔多",106分钟,"剧情,悬疑,惊悚,犯罪",西班牙
57,57,寄生虫 기생충,8.7,1024720,2019,奉俊昊,"奉俊昊,韩进元","宋康昊,李善均,曹如晶,崔宇植,朴素丹,李姃垠,张慧珍,郑知晓,朴明勋,朴叙俊,朴根祿,郑贤俊,朴孝新,安德烈亚斯·弗龙克",132分钟,"剧情,喜剧",韩国
58,58,功夫,8.6,734170,2004,周星驰,"曾瑾昌,陈文强,周星驰,霍昕","周星驰,元秋,元华,黄圣依,梁小龙,陈国坤,田启文,林子聪,林雪,冯克安,释彦能,冯小刚,袁祥仁,张一白,赵志凌,董志华,何文辉,陈凯师,贾康熙,林子善,任珈锐,王仕颖",100分钟(3D重映),"喜剧,动作,犯罪,奇幻","中国大陆,中国香港"
59,59,辛德勒的名单 Schindler's List,9.5,832935,1993,史蒂文·斯皮尔伯格,"托马斯·肯尼利,斯蒂文·泽里安","连姆·尼森,本·金斯利,拉尔夫·费因斯,卡罗琳·古多尔,乔纳森·萨加尔,艾伯丝·戴维兹,马尔戈萨·格贝尔,马克·伊瓦涅,碧翠斯·马科拉,安德烈·瑟韦林,弗里德里希·冯·图恩,克齐斯茨托夫·拉夫特,诺伯特·魏塞尔",195分钟,"剧情,历史,战争",美国
60,60,哈尔的移动城堡 ハウルの動く城,9.1,744520,2004,宫崎骏,"宫崎骏,黛安娜·温恩·琼斯","倍赏千惠子,木村拓哉,美轮明宏,我修院达也,神木隆之介,伊崎充则,大泉洋,大塚明夫,原田大二郎,加藤治子,都筑香弥子",119分钟,"动画,奇幻,冒险",日本
61,61,芳华,7.6,683156,2017,冯小刚,严歌苓,"黄轩,苗苗,钟楚曦,杨采钰,李晓峰,王天辰,王可如,隋源,张仁博,苏岩,张国立,赵立新",136分钟,"剧情,历史,战争",中国大陆
62,62,罗马假日 Roman Holiday,9.0,739179,1953,威廉·惠勒,"伊安·麦克莱伦·亨特,约翰·戴顿,达尔顿·特朗勃","奥黛丽·赫本,格利高里·派克,埃迪·艾伯特,哈特利·鲍尔,哈考特·威廉姆斯,玛格丽特·罗林斯,托里奥·卡米纳提,保罗·卡利尼,克劳迪奥·埃尔梅利,保拉·布鲁布尼,里佐·弗雷多里佐",118分钟,"剧情,喜剧,爱情",美国
63,63,哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,9.1,772076,2001,克里斯·哥伦布,"史蒂夫·克洛夫斯,J·K·罗琳","丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,艾伦·瑞克曼,玛吉·史密斯,汤姆·费尔顿,伊恩·哈特,理查德·哈里斯,约翰·赫特,罗彼·考特拉尼,朱丽·沃特斯,邦妮·怀特,约翰·克立斯,肖恩·比格斯代夫",152分钟,"奇幻,冒险","美国,英国"
64,64,喜剧之王 喜劇之王,8.8,713870,1999,"周星驰,李力持","曾瑾昌,周星驰,李敏,郑文辉,冯勉恒,梁嘉杰","周星驰,张柏芝,莫文蔚,吴孟达,林子善,田启文,李兆基,成龙,李思捷,郑文辉",89分钟,"剧情,喜剧,爱情",中国香港
65,65,蝙蝠侠：黑暗骑士 The Dark Knight,9.2,787930,2008,克里斯托弗·诺兰,"乔纳森·诺兰,克里斯托弗·诺兰,大卫·S·高耶","克里斯蒂安·贝尔,希斯·莱杰,艾伦·艾克哈特,迈克尔·凯恩,玛吉·吉伦哈尔,加里·奥德曼,摩根·弗里曼,莫尼克·加布里埃拉·库尔内,罗恩·迪恩,基里安·墨菲,黄经汉,内斯特·卡博内尔,埃里克·罗伯茨,里特奇·科斯特,安东尼·迈克尔·豪尔,基斯·斯扎拉巴基克,柯林·麦克法兰,约书亚·哈尔托,美琳达·麦格劳,内森·甘宝,迈克尔·维约,迈克尔·斯托扬诺夫,威廉·斯米利,丹尼·高德林,迈克尔·加·怀特,马修·奥尼尔,威廉·菲克纳,欧鲁米基·欧拉乌米,格雷格·比姆,爱利克·赫尔曼,毕崔斯·罗森,文森佐·尼克力,陈冠希",152分钟,"剧情,动作,科幻,惊悚,犯罪","美国,英国"
66,66,超能陆战队 Big Hero 6,8.7,754010,2014,"唐·霍尔,克里斯·威廉姆斯","乔丹·罗伯茨,丹尼尔·吉尔森,罗伯特·L·贝尔德","斯科特·安第斯,瑞恩·波特,丹尼尔·海尼,T·J·米勒,杰米·钟,小达蒙·韦恩斯,珍尼希斯·罗德里格兹,詹姆斯·克伦威尔,艾伦·图代克,玛娅·鲁道夫,亚布拉哈姆·本鲁比,凯蒂·洛斯,比利·布什,丹尼尔·吉尔森,保罗·布里格斯",102分钟,"喜剧,动作,科幻,动画,冒险",美国
67,67,唐人街探案,7.6,605685,2015,陈思诚,"陈思诚,程佳客,刘凯,白鹤","王宝强,刘昊然,佟丽娅,陈赫,肖央,小沈阳,潘粤明,马浴柯,张子枫,赵英俊,桑平,金士杰,大鹏,张国强,李叶青,陈祉希",135分钟,"喜剧,动作,悬疑",中国大陆
68,68,美人鱼,6.7,667728,2016,周星驰,"周星驰,李思臻,何妙祺,卢正雨,冯志强,陈庆嘉,江玉仪,曾瑾昌","邓超,罗志祥,张雨绮,林允,徐克,吴亦凡,李尚正,卢正雨,白客,孔连顺,田启文,文章,杨能,张美娥,李叶青,林子聪,赵志凌,郑冀峰,钱国伟,范淑珍,艾文·科蒂克,松冈李那,徐轸轸,夏尉喻,皮埃尔·布迪厄,孙嘉灵,许雅婷,赵靖伊,付骏福,虞嘉娜,宁小花,易志乐,孙乐天",93分钟,"喜剧,爱情,奇幻","中国大陆,中国香港"
69,69,疯狂的外星人,6.4,584911,2019,宁浩,"孙小杭,董润年,吴楠,刘晓丹,潘依然","黄渤,沈腾,汤姆·派福瑞,马修·莫里森,徐峥,于和伟,雷佳音,刘桦,邓飞,蔡明凯,王戈,凯特·纳尔逊,王砚伟,呲路",116分钟,"喜剧,科幻",中国大陆
70,70,钢铁侠 Iron Man,8.3,469231,2008,乔恩·费儒,"阿特·马库姆,马特·霍洛维,马克·弗格斯,霍克·奥斯比","小罗伯特·唐尼,泰伦斯·霍华德,格温妮斯·帕特洛,杰夫·布里吉斯,莱丝莉·比伯,肖恩·托布 ,保罗·贝坦尼,乔恩·费儒,克拉克·格雷格",126 分钟,"动作,科幻,惊悚,冒险",美国
71,71,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,8.8,665762,2003,戈尔·维宾斯基,"泰德·艾略特,特里·鲁西奥,斯图尔特·贝亚蒂耶,杰·沃尔伯特","约翰尼·德普,杰弗里·拉什,奥兰多·布鲁姆,凯拉·奈特莉,杰克·达文波特,乔纳森·普雷斯",143 分钟,"动作,奇幻,冒险",美国
72,72,我和我的祖国,7.7,800027,2019,"陈凯歌,张一白,管虎,薛晓路,徐峥,宁浩,文牧野","文宁,修梦迪,薛晓路,何可可,徐峥,管虎,张冀","黄渤,张译,韩昊霖,杜江,葛优,刘昊然,宋佳,王千源,任素汐,吴京,朱一龙,王东,陈飞宇,佟丽娅,欧豪,张嘉益,惠英红,龚蓓苾,田壮壮,韩东君,辛柏青,周冬雨,任达华,江珊,王砚辉,耿乐,姜武,梁静,佟大为,魏晨,胡军,王天辰,彭昱畅,罗海琼,郭丞,周依然,樊雨洁,刘涛,马伊琍,张建亚,徐峥,王洛勇,高亚麟,王道铁,程禹森,马书良,景海鹏,陈冬,雷佳音,张子枫,陶虹,郭京飞,袁文康,贾晨飞,邵汶,张芝华,段博文,郎平",155分钟,剧情,中国大陆
73,73,碟中谍6：全面瓦解 Mission: Impossible - Fallout,8.1,446530,2018,克里斯托弗·麦奎里,"克里斯托弗·麦奎里,布鲁斯·盖勒","汤姆·克鲁斯,亨利·卡维尔,文·瑞姆斯,西蒙·佩吉,丽贝卡·弗格森,西恩·哈里斯,安吉拉·贝塞特,凡妮莎·柯比,米歇尔·莫纳汉,韦斯·本特利,费雷德里克·施密特,亚历克·鲍德温,杨亮,克里斯托弗·约纳尔,沃尔夫·布利策,拉斐尔·琼勒,安德鲁·卡扎纳夫·平,克里斯多夫·德·舒瓦西,拉裴尔·德普雷,让·巴普蒂斯特·菲永,马克斯·盖勒,奥利维尔·体班德,亚历山大·普尔,阿利克斯·贝纳泽什,乔伊·安沙,维利贝·托皮奇,格雷厄姆·福克斯,卡斯珀·菲利普森,菲恩·乔利,鲁斯·贝恩,奈杰尔·艾伦",147分钟,"动作,惊悚,冒险","美国,中国大陆,法国,挪威"
74,74,人再囧途之泰囧,7.4,659765,2012,徐峥,"徐峥,丁丁,束焕","徐峥,王宝强,黄渤,陶虹,谢楠,范冰冰",105分钟,喜剧,中国大陆
75,75,奇异博士 Doctor Strange,7.6,482997,2016,斯科特·德瑞克森,"史蒂夫·迪特寇,托马斯·迪恩·唐纳利,斯坦·李,乔·斯派茨,约书亚·奥本海默","本尼迪克特·康伯巴奇,蒂尔达·斯文顿,麦斯·米科尔森,切瓦特·埃加福,瑞秋·麦克亚当斯,迈克尔·斯图巴,本尼迪克特·王,本杰明·布拉特,斯科特·阿金斯,莎拉·费希恩,阿拉·萨菲",115分钟,"动作,奇幻,冒险",美国
76,76,羞羞的铁拳,6.8,577021,2017,"宋阳,张吃鱼","张吃鱼,宋阳","艾伦,马丽,沈腾,田雨,宋阳,薛皓文,常远,黄才伦,王智",100分钟,"喜剧,奇幻",中国大陆
77,77,西西里的美丽传说 Malèna,8.9,736972,2000,朱塞佩·托纳多雷,"朱塞佩·托纳多雷,卢恰诺·温琴佐尼","莫妮卡·贝鲁奇,朱塞佩·苏尔法罗,Luciano Federico,玛蒂尔德·皮亚纳,Pietro Notarianni,Gaetano Aronica,Gilberto Idonea,Angelo Pellegrino,Gabriella Di Luzio,Pippo Provvidenti,埃丽萨·莫鲁奇,奥罗拉·夸特罗基,露琪亚·萨多,瓦尼·布拉马蒂,Salvatore Martino,安东内洛·普利西,Noam Morgensztern",109 分钟,"剧情,情色,战争","意大利,美国"
78,78,老炮儿,7.6,636115,2015,管虎,"管虎,董润年","冯小刚,许晴,张涵予,刘桦,李易峰,吴亦凡,梁静,白举纲,于和伟,连奕名,尚语贤,鲁诺,管宗祥,尹力,余皑磊,宁浩,江珊,张译,郭京飞,张鲁一,赵毅,梁天,张一山,王俊凯,王源,易烊千玺,巴图",137分钟(中国大陆),"剧情,犯罪",中国大陆
79,79,复仇者联盟2：奥创纪元 Avengers: Age of Ultron,7.5,428281,2015,乔斯·韦登,"乔斯·韦登,斯坦·李,杰克·科比","小罗伯特·唐尼,克里斯·海姆斯沃斯,马克·鲁弗洛,克里斯·埃文斯,斯嘉丽·约翰逊,杰瑞米·雷纳,詹姆斯·斯派德,塞缪尔·杰克逊,唐·钱德尔,亚伦·泰勒-约翰逊,伊丽莎白·奥尔森,保罗·贝坦尼,寇碧·史莫德斯,安东尼·麦凯,海莉·阿特维尔,伊德里斯·艾尔巴,斯特兰·斯卡斯加德,金秀贤,托马斯·克莱舒曼,安迪·瑟金斯,朱莉·德尔佩,斯坦·李,亨利·古德曼,多米尼克·普罗沃斯特-切克利,艾萨克·安德鲁斯",142分钟,"动作,科幻,奇幻,冒险",美国
80,80,动物世界,7.2,451467,2018,韩延,韩延,"李易峰,迈克尔·道格拉斯,周冬雨,曹炳琨,王戈,苏可",132分钟,"剧情,动作,冒险",中国大陆
81,81,驴得水,8.3,701526,2016,"周申,刘露","周申,刘露","任素汐,大力,刘帅良,裴魁山,阿如那,韩彦博,卜冠今,王堃,高阳,苏千越,麦亚瑟,王峰",111分钟,"剧情,喜剧",中国大陆
82,82,天空之城 天空の城ラピュタ,9.1,639876,1986,宫崎骏,宫崎骏,"田中真弓,横泽启子,初井言荣,寺田农,常田富士男,永井一郎,糸博,鹫尾真知子,神山卓三,安原义人,槐柳二,鳕子",125分钟,"动画,奇幻,冒险",日本
83,83,湄公河行动,8.0,597181,2016,林超贤,"林超贤,朱镜祺,刘小群,谭惠贞,林明杰","张涵予,彭于晏,孙淳,陈宝国,冯文娟,刘显达,赵健,吴旭东,吴嘉龙,卢惠光,柏华力·莫高彼斯彻,维他亚·潘斯林加姆,战立国,石占杰,伍麟凯,魏蔓,李佳璇,郝文婷,王笑龙,任蕊",124分钟,"剧情,动作,犯罪","中国大陆,中国香港"
84,84,蚁人2：黄蜂女现身 Ant-Man and the Wasp,7.3,392488,2018,佩顿·里德,"克里斯·麦克纳,埃里克·萨默斯,保罗·路德,安德鲁·贝伦,加百利·法拉利","保罗·路德,伊万杰琳·莉莉,迈克尔·佩纳,汉娜·乔恩-卡门,沃尔顿·戈金斯,鲍比·坎纳瓦尔,朱迪·格雷尔,T.I.,大卫·达斯马齐连,艾比·莱德·弗特森,兰道尔·朴,米歇尔·菲佛,劳伦斯·菲什伯恩,迈克尔·道格拉斯,戈兰·卡斯蒂克,罗布·阿切尔,肖恩·克莱尔,本·戴维斯,迈克尔·瑟沃瑞斯,达克斯·格里芬,海莉·洛维特,玛德琳·麦格劳,蒂姆·海德克,布莱恩·赫斯基,朱莉娅·维拉,布莱恩·卢戈,托里·沃格尔,汤姆·夏普林,斯坦·李,约瑟夫·阿梅,安迪·阿尼斯,威廉·W·巴伯,玛塞拉·布拉吉奥,塞尔吉奥·布里奥内斯,乔·布卡罗三世,蒂莫西·卡尔,贾迈尔·钱伯斯,扎卡里·卡伯森,雅各布·埃文斯,米歇尔·方,盖尔·甘布尔,克里斯·加恩,约翰·盖蒂尔,杰克·汉森,卡茜·亨德利",118分钟,"动作,科幻,冒险",美国
85,85,蝴蝶效应 The Butterfly Effect,8.8,704886,2004,"埃里克·布雷斯,J·麦基·格鲁伯","J·麦基·格鲁伯,埃里克·布雷斯","阿什顿·库彻,梅洛拉·沃尔特斯,艾米·斯马特,埃尔登·汉森,威廉姆·李·斯科特,约翰·帕特里克·阿梅多利,艾琳·戈洛瓦娅,凯文·G·施密特,杰西·詹姆斯,罗根·勒曼,莎拉·威多斯,杰克·凯斯,卡梅隆·布莱特,埃里克·斯托尔兹,考乐姆·吉斯·雷尼,凯文·杜兰",113分钟,"剧情,科幻,悬疑,惊悚","美国,加拿大"
86,86,银河护卫队 Guardians of the Galaxy,8.1,430293,2014,詹姆斯·古恩,"詹姆斯·古恩,尼科尔·帕尔曼,丹·阿布内特,安迪·兰宁","克里斯·帕拉特,佐伊·索尔达娜,布莱德利·库珀,范·迪塞尔,戴夫·巴蒂斯塔,李·佩斯,迈克尔·鲁克,凯伦·吉兰,杰曼·翰苏,本尼西奥·德尔·托罗,约翰·C·赖利,格伦·克洛斯,劳拉·哈德克,肖恩·古恩,彼得·塞拉菲诺威茨,埃米特·斯坎伦,奥菲利亚·拉维邦德",121分钟,"动作,科幻,冒险","美国,英国"
87,87,触不可及 Intouchables,9.2,753800,2011,"奥利维埃·纳卡什,埃里克·托莱达诺","奥利维埃·纳卡什,埃里克·托莱达诺","弗朗索瓦·克鲁塞,奥玛·希,安娜·勒尼,奥德雷·弗勒罗,托马·索利韦尔",112分钟,"剧情,喜剧",法国
88,88,邪不压正,7.0,577102,2018,姜文,"姜文,何冀平,李非,孙悦,张北海","彭于晏,廖凡,姜文,周韵,许晴,泽田谦也,安地,史航,李梦,丁嘉丽,陈曦",137分钟,"剧情,喜剧,动作",中国大陆
89,89,小偷家族 万引き家族,8.7,622785,2018,是枝裕和,是枝裕和,"中川雅也,安藤樱,松冈茉优,城桧吏,佐佐木美结,树木希林,绪形直人,池松壮亮,森口瑶子,山田裕贵,片山萌美,柄本明,高良健吾,池胁千鹤,足立智充",117分钟(中国大陆),"剧情,家庭,犯罪",日本
90,90,无问西东,7.6,618110,2018,李芳芳,李芳芳,"章子怡,黄晓明,张震,王力宏,陈楚生,铁政,祖峰,米雪,王盛德,韩童生,王鑫,郑铮,章泽天,黄梦莹,林美秀,保罗·菲利普·克拉克,胡家华,伊娜,吴谨言,纪帅,王天泽,伍麟凯,都金翰",138分钟,"剧情,爱情,战争",中国大陆
91,91,调音师 Andhadhun,8.3,719986,2018,斯里兰姆·拉格万,"阿里吉特·比沙什,约戈什·查德卡尔,斯里兰姆·拉格万,赫曼斯·饶,普哈·拉达·瑟蒂,奥利维耶·特雷内 ","阿尤斯曼·库拉纳,塔布,拉迪卡·艾普特,安尔·德霍万,马纳夫·维吉,阿什维尼·卡尔塞卡,查亚·卡达姆,萨基尔·侯赛因,拉什米·阿格德卡,莫希尼·凯瓦拉曼",139分钟,"喜剧,悬疑,惊悚,犯罪",印度
92,92,七宗罪 Se7en,8.8,737288,1995,大卫·芬奇,安德鲁·凯文·沃克,"摩根·弗里曼,布拉德·皮特,凯文·史派西,格温妮斯·帕特洛,安德鲁·凯文·沃克,约翰·卡西尼,雷格·E·凯蒂,李·厄米",127分钟,"剧情,悬疑,惊悚,犯罪",美国
